n_pairs,generating_policy,selected_policy,hits,n_simulations,rate,ci_lo,ci_hi
36,recent_window:5,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,uniform,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,expertise,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,repeat_last,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,history_frequency,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,reward_learning,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,belief_static,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,discounted_evidence:0.8,25,1000,0.025,0.016990011790561223,0.036645541866509784
36,recent_window:8,discounted_evidence:0.9,17,1000,0.017,0.010640599663218203,0.027056184371235047
36,recent_window:8,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
36,recent_window:8,recent_window:5,19,1000,0.019,0.012196787737404147,0.029484688702703543
36,recent_window:8,recent_window:8,939,1000,0.939,0.922419543452788,0.9522204395883611
36,recent_window:8,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
72,uniform,uniform,1000,1000,1.0,0.9961731014136095,1.0
72,uniform,expertise,0,1000,0.0,0.0,0.003826898586390522
72,uniform,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,uniform,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,uniform,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,uniform,reward_learning,0,1000,0.0,0.0,0.003826898586390522
72,uniform,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,uniform,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
72,uniform,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
72,uniform,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
72,uniform,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
72,uniform,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
72,uniform,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,uniform,discounted_evidence:0.9,0,1000,0.0,0.0,0.003826898586390522
72,uniform,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
72,uniform,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,uniform,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,uniform,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
72,expertise,uniform,0,1000,0.0,0.0,0.003826898586390522
72,expertise,expertise,1000,1000,1.0,0.9961731014136095,1.0
72,expertise,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,expertise,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,expertise,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,expertise,reward_learning,0,1000,0.0,0.0,0.003826898586390522
72,expertise,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,expertise,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
72,expertise,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
72,expertise,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
72,expertise,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
72,expertise,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
72,expertise,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,expertise,discounted_evidence:0.9,0,1000,0.0,0.0,0.003826898586390522
72,expertise,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
72,expertise,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,expertise,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,expertise,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,uniform,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,expertise,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,repeat_last,1000,1000,1.0,0.9961731014136095,1.0
72,repeat_last,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,reward_learning,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,discounted_evidence:0.9,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,repeat_last,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,uniform,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,expertise,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,win_stay_expertise,1000,1000,1.0,0.9961731014136095,1.0
72,win_stay_expertise,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,reward_learning,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,discounted_evidence:0.9,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,win_stay_expertise,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,uniform,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,expertise,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,reward_learning,167,1000,0.167,0.1451661838787161,0.19138253057982002
72,history_frequency,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,belief_dynamic,12,1000,0.012,0.006877579092159561,0.020857473928157594
72,history_frequency,decay_q:0.02,41,1000,0.041,0.03036480400090244,0.055148288901404066
72,history_frequency,decay_q:0.05,10,1000,0.01,0.005440695309270557,0.01830966530539216
72,history_frequency,decay_q:0.1,3,1000,0.003,0.0010207654054443255,0.008783171789427854
72,history_frequency,decay_q:0.2,67,1000,0.067,0.05310169229975138,0.08421240187606284
72,history_frequency,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,discounted_evidence:0.9,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,discounted_evidence:0.95,25,1000,0.025,0.016990011790561223,0.036645541866509784
72,history_frequency,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,history_frequency,unresolved_tie,675,1000,0.675,0.6453479811557639,0.7033126043389997
72,reward_learning,uniform,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,expertise,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,reward_learning,263,1000,0.263,0.23665639362281327,0.29115755630713597
72,reward_learning,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,belief_dynamic,65,1000,0.065,0.05132354738787931,0.08200585438228047
72,reward_learning,decay_q:0.02,100,1000,0.1,0.08290915646323203,0.12015236240588041
72,reward_learning,decay_q:0.05,44,1000,0.044,0.03293803969043349,0.058552091820354674
72,reward_learning,decay_q:0.1,29,1000,0.029,0.02026631563648779,0.04133862283189209
72,reward_learning,decay_q:0.2,127,1000,0.127,0.10777968175436589,0.14907518459108146
72,reward_learning,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,discounted_evidence:0.9,3,1000,0.003,0.0010207654054443255,0.008783171789427854
72,reward_learning,discounted_evidence:0.95,80,1000,0.08,0.06474778552394919,0.09846680928861887
72,reward_learning,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,reward_learning,unresolved_tie,289,1000,0.289,0.2617539675950579,0.31786098360839893
72,belief_static,uniform,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,expertise,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,reward_learning,156,1000,0.156,0.13483095057810354,0.17980195564933318
72,belief_static,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,belief_dynamic,18,1000,0.018,0.011415645858738454,0.02827348437854201
72,belief_static,decay_q:0.02,46,1000,0.046,0.03466231280457309,0.06081251111186951
72,belief_static,decay_q:0.05,7,1000,0.007,0.0033948250792319975,0.01437849692694906
72,belief_static,decay_q:0.1,5,1000,0.005,0.0021375039957652504,0.011651125604761368
72,belief_static,decay_q:0.2,80,1000,0.08,0.06474778552394919,0.09846680928861887
72,belief_static,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,discounted_evidence:0.9,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,discounted_evidence:0.95,15,1000,0.015,0.00911089683719635,0.02460119479160246
72,belief_static,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,belief_static,unresolved_tie,673,1000,0.673,0.6433098960832607,0.7013659970058482
72,belief_dynamic,uniform,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,expertise,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,reward_learning,32,1000,0.032,0.02275696612786701,0.04482501094899452
72,belief_dynamic,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,belief_dynamic,444,1000,0.444,0.41347720463850846,0.4749514080031674
72,belief_dynamic,decay_q:0.02,33,1000,0.033,0.023592783250793958,0.045981540028894805
72,belief_dynamic,decay_q:0.05,25,1000,0.025,0.016990011790561223,0.036645541866509784
72,belief_dynamic,decay_q:0.1,30,1000,0.03,0.021093603189697094,0.04250368148151
72,belief_dynamic,decay_q:0.2,88,1000,0.088,0.07198073098543067,0.10717263344975514
72,belief_dynamic,discounted_evidence:0.8,5,1000,0.005,0.0021375039957652504,0.011651125604761368
72,belief_dynamic,discounted_evidence:0.9,167,1000,0.167,0.1451661838787161,0.19138253057982002
72,belief_dynamic,discounted_evidence:0.95,153,1000,0.153,0.13201885442660544,0.1766370131923496
72,belief_dynamic,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,belief_dynamic,unresolved_tie,23,1000,0.023,0.015374164302931469,0.0342766969484851
72,decay_q:0.02,uniform,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,reward_learning,211,1000,0.211,0.18684094989235037,0.2373709974905834
72,decay_q:0.02,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,belief_dynamic,94,1000,0.094,0.07743389633418887,0.11367354531796026
72,decay_q:0.02,decay_q:0.02,120,1000,0.12,0.101298942978377,0.1416094999472798
72,decay_q:0.02,decay_q:0.05,54,1000,0.054,0.04162111458513981,0.06979247895392054
72,decay_q:0.02,decay_q:0.1,39,1000,0.039,0.028658799196088068,0.052869601300564
72,decay_q:0.02,decay_q:0.2,170,1000,0.17,0.14799121463156065,0.19453453843545718
72,decay_q:0.02,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,discounted_evidence:0.9,19,1000,0.019,0.012196787737404147,0.029484688702703543
72,decay_q:0.02,discounted_evidence:0.95,115,1000,0.115,0.0966831214598715,0.13626359045164926
72,decay_q:0.02,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.02,unresolved_tie,178,1000,0.178,0.15553722047993956,0.20292730220969596
72,decay_q:0.05,uniform,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,reward_learning,160,1000,0.16,0.138584892534484,0.1840173985042616
72,decay_q:0.05,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,belief_dynamic,133,1000,0.133,0.11335082497407287,0.15545811858833783
72,decay_q:0.05,decay_q:0.02,99,1000,0.099,0.08199515586127223,0.119074016805013
72,decay_q:0.05,decay_q:0.05,66,1000,0.066,0.052212125206787474,0.08310962276619951
72,decay_q:0.05,decay_q:0.1,52,1000,0.052,0.039872841792417534,0.06755605934098838
72,decay_q:0.05,decay_q:0.2,195,1000,0.195,0.17162968644915114,0.22070472168854713
72,decay_q:0.05,discounted_evidence:0.8,1,1000,0.001,0.0001765418290572713,0.0056427029601604705
72,decay_q:0.05,discounted_evidence:0.9,34,1000,0.034,0.024431201022401962,0.04713546846011402
72,decay_q:0.05,discounted_evidence:0.95,158,1000,0.158,0.1367072897211659,0.18191030891192525
72,decay_q:0.05,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.05,unresolved_tie,102,1000,0.102,0.08473884484006548,0.12230736643470137
72,decay_q:0.1,uniform,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,reward_learning,107,1000,0.107,0.08932257609530181,0.12768536619360116
72,decay_q:0.1,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,belief_dynamic,163,1000,0.163,0.14140362461572464,0.1871757050315026
72,decay_q:0.1,decay_q:0.02,65,1000,0.065,0.05132354738787931,0.08200585438228047
72,decay_q:0.1,decay_q:0.05,45,1000,0.045,0.033799334842846314,0.05968314287076907
72,decay_q:0.1,decay_q:0.1,66,1000,0.066,0.052212125206787474,0.08310962276619951
72,decay_q:0.1,decay_q:0.2,245,1000,0.245,0.21935194381744014,0.2725997744616191
72,decay_q:0.1,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,discounted_evidence:0.9,73,1000,0.073,0.058458786926264744,0.09080938446651277
72,decay_q:0.1,discounted_evidence:0.95,167,1000,0.167,0.1451661838787161,0.19138253057982002
72,decay_q:0.1,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.1,unresolved_tie,69,1000,0.069,0.05488371422135517,0.08641507236011349
72,decay_q:0.2,uniform,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,reward_learning,100,1000,0.1,0.08290915646323203,0.12015236240588041
72,decay_q:0.2,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,belief_dynamic,118,1000,0.118,0.0994512436719432,0.13947250684805915
72,decay_q:0.2,decay_q:0.02,53,1000,0.053,0.040746308422339304,0.06867493891389383
72,decay_q:0.2,decay_q:0.05,43,1000,0.043,0.03207848108830104,0.057419304219659906
72,decay_q:0.2,decay_q:0.1,56,1000,0.056,0.04337460969160231,0.07202367625311248
72,decay_q:0.2,decay_q:0.2,350,1000,0.35,0.32106219065138136,0.3800858789245359
72,decay_q:0.2,discounted_evidence:0.8,2,1000,0.002,0.000548632102457155,0.007262958889587807
72,decay_q:0.2,discounted_evidence:0.9,56,1000,0.056,0.04337460969160231,0.07202367625311248
72,decay_q:0.2,discounted_evidence:0.95,113,1000,0.113,0.0948400509652163,0.13412196854065
72,decay_q:0.2,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,decay_q:0.2,unresolved_tie,109,1000,0.109,0.09115973208991156,0.12983290260464586
72,discounted_evidence:0.8,uniform,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,expertise,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,reward_learning,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,belief_dynamic,1,1000,0.001,0.0001765418290572713,0.0056427029601604705
72,discounted_evidence:0.8,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,discounted_evidence:0.8,876,1000,0.876,0.8541218223197016,0.8950003499433328
72,discounted_evidence:0.8,discounted_evidence:0.9,105,1000,0.105,0.08748748752043772,0.1255357623628108
72,discounted_evidence:0.8,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.8,recent_window:5,12,1000,0.012,0.006877579092159561,0.020857473928157594
72,discounted_evidence:0.8,recent_window:8,6,1000,0.006,0.0027526315709082315,0.013028344232445605
72,discounted_evidence:0.8,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,uniform,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,expertise,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,reward_learning,1,1000,0.001,0.0001765418290572713,0.0056427029601604705
72,discounted_evidence:0.9,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,belief_dynamic,97,1000,0.097,0.08016887955855043,0.11691560070208037
72,discounted_evidence:0.9,decay_q:0.02,2,1000,0.002,0.000548632102457155,0.007262958889587807
72,discounted_evidence:0.9,decay_q:0.05,3,1000,0.003,0.0010207654054443255,0.008783171789427854
72,discounted_evidence:0.9,decay_q:0.1,15,1000,0.015,0.00911089683719635,0.02460119479160246
72,discounted_evidence:0.9,decay_q:0.2,25,1000,0.025,0.016990011790561223,0.036645541866509784
72,discounted_evidence:0.9,discounted_evidence:0.8,125,1000,0.125,0.10592590591609449,0.14694426802369845
72,discounted_evidence:0.9,discounted_evidence:0.9,655,1000,0.655,0.6249936490167607,0.6838200124214584
72,discounted_evidence:0.9,discounted_evidence:0.95,73,1000,0.073,0.058458786926264744,0.09080938446651277
72,discounted_evidence:0.9,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.9,recent_window:8,3,1000,0.003,0.0010207654054443255,0.008783171789427854
72,discounted_evidence:0.9,unresolved_tie,1,1000,0.001,0.0001765418290572713,0.0056427029601604705
72,discounted_evidence:0.95,uniform,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,expertise,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,reward_learning,65,1000,0.065,0.05132354738787931,0.08200585438228047
72,discounted_evidence:0.95,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,belief_dynamic,231,1000,0.231,0.20593602321985893,0.2581228482196192
72,discounted_evidence:0.95,decay_q:0.02,73,1000,0.073,0.058458786926264744,0.09080938446651277
72,discounted_evidence:0.95,decay_q:0.05,50,1000,0.05,0.03813007264328189,0.0653141360844696
72,discounted_evidence:0.95,decay_q:0.1,54,1000,0.054,0.04162111458513981,0.06979247895392054
72,discounted_evidence:0.95,decay_q:0.2,129,1000,0.129,0.10963511503514137,0.15120444371596045
72,discounted_evidence:0.95,discounted_evidence:0.8,1,1000,0.001,0.0001765418290572713,0.0056427029601604705
72,discounted_evidence:0.95,discounted_evidence:0.9,127,1000,0.127,0.10777968175436589,0.14907518459108146
72,discounted_evidence:0.95,discounted_evidence:0.95,237,1000,0.237,0.21168091851549473,0.26433203014094675
72,discounted_evidence:0.95,recent_window:5,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,recent_window:8,0,1000,0.0,0.0,0.003826898586390522
72,discounted_evidence:0.95,unresolved_tie,33,1000,0.033,0.023592783250793958,0.045981540028894805
72,recent_window:5,uniform,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,expertise,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,reward_learning,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,discounted_evidence:0.8,18,1000,0.018,0.011415645858738454,0.02827348437854201
72,recent_window:5,discounted_evidence:0.9,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:5,recent_window:5,981,1000,0.981,0.9705153112972965,0.9878032122625958
72,recent_window:5,recent_window:8,1,1000,0.001,0.0001765418290572713,0.0056427029601604705
72,recent_window:5,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,uniform,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,expertise,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,repeat_last,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,history_frequency,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,reward_learning,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,belief_static,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,discounted_evidence:0.8,5,1000,0.005,0.0021375039957652504,0.011651125604761368
72,recent_window:8,discounted_evidence:0.9,3,1000,0.003,0.0010207654054443255,0.008783171789427854
72,recent_window:8,discounted_evidence:0.95,0,1000,0.0,0.0,0.003826898586390522
72,recent_window:8,recent_window:5,2,1000,0.002,0.000548632102457155,0.007262958889587807
72,recent_window:8,recent_window:8,990,1000,0.99,0.981690334694608,0.9945593046907295
72,recent_window:8,unresolved_tie,0,1000,0.0,0.0,0.003826898586390522
144,uniform,uniform,1000,1000,1.0,0.9961731014136095,1.0
144,uniform,expertise,0,1000,0.0,0.0,0.003826898586390522
144,uniform,repeat_last,0,1000,0.0,0.0,0.003826898586390522
144,uniform,win_stay_expertise,0,1000,0.0,0.0,0.003826898586390522
144,uniform,history_frequency,0,1000,0.0,0.0,0.003826898586390522
144,uniform,reward_learning,0,1000,0.0,0.0,0.003826898586390522
144,uniform,belief_static,0,1000,0.0,0.0,0.003826898586390522
144,uniform,belief_dynamic,0,1000,0.0,0.0,0.003826898586390522
144,uniform,decay_q:0.02,0,1000,0.0,0.0,0.003826898586390522
144,uniform,decay_q:0.05,0,1000,0.0,0.0,0.003826898586390522
144,uniform,decay_q:0.1,0,1000,0.0,0.0,0.003826898586390522
144,uniform,decay_q:0.2,0,1000,0.0,0.0,0.003826898586390522
144,uniform,discounted_evidence:0.8,0,1000,0.0,0.0,0.003826898586390522
